img_a,img_b
/home/akif/Desktop/archive/left/left/00581.jpg,/home/akif/Desktop/archive/right/right/00581.jpg
/home/akif/Desktop/archive/left/left/01645.jpg,/home/akif/Desktop/archive/right/right/01645.jpg
/home/akif/Desktop/archive/left/left/01254.jpg,/home/akif/Desktop/archive/right/right/01254.jpg
/home/akif/Desktop/archive/left/left/03178.jpg,/home/akif/Desktop/archive/right/right/03178.jpg
/home/akif/Desktop/archive/left/left/00069.jpg,/home/akif/Desktop/archive/right/right/00069.jpg
/home/akif/Desktop/archive/left/left/01278.jpg,/home/akif/Desktop/archive/right/right/01278.jpg
/home/akif/Desktop/archive/left/left/03647.jpg,/home/akif/Desktop/archive/right/right/03647.jpg
/home/akif/Desktop/archive/left/left/02612.jpg,/home/akif/Desktop/archive/right/right/02612.jpg
/home/akif/Desktop/archive/left/left/00312.jpg,/home/akif/Desktop/archive/right/right/00312.jpg
/home/akif/Desktop/archive/left/left/01274.jpg,/home/akif/Desktop/archive/right/right/01274.jpg
/home/akif/Desktop/archive/left/left/03571.jpg,/home/akif/Desktop/archive/right/right/03571.jpg
/home/akif/Desktop/archive/left/left/04974.jpg,/home/akif/Desktop/archive/right/right/04974.jpg
/home/akif/Desktop/archive/left/left/02131.jpg,/home/akif/Desktop/archive/right/right/02131.jpg
/home/akif/Desktop/archive/left/left/05853.jpg,/home/akif/Desktop/archive/right/right/05853.jpg
/home/akif/Desktop/archive/left/left/01873.jpg,/home/akif/Desktop/archive/right/right/01873.jpg
/home/akif/Desktop/archive/left/left/05852.jpg,/home/akif/Desktop/archive/right/right/05852.jpg
/home/akif/Desktop/archive/left/left/00805.jpg,/home/akif/Desktop/archive/right/right/00805.jpg
/home/akif/Desktop/archive/left/left/05166.jpg,/home/akif/Desktop/archive/right/right/05166.jpg
/home/akif/Desktop/archive/left/left/05157.jpg,/home/akif/Desktop/archive/right/right/05157.jpg
/home/akif/Desktop/archive/left/left/05042.jpg,/home/akif/Desktop/archive/right/right/05042.jpg
/home/akif/Desktop/archive/left/left/00115.jpg,/home/akif/Desktop/archive/right/right/00115.jpg
/home/akif/Desktop/archive/left/left/05257.jpg,/home/akif/Desktop/archive/right/right/05257.jpg
/home/akif/Desktop/archive/left/left/02385.jpg,/home/akif/Desktop/archive/right/right/02385.jpg
/home/akif/Desktop/archive/left/left/01621.jpg,/home/akif/Desktop/archive/right/right/01621.jpg
/home/akif/Desktop/archive/left/left/02524.jpg,/home/akif/Desktop/archive/right/right/02524.jpg
/home/akif/Desktop/archive/left/left/05040.jpg,/home/akif/Desktop/archive/right/right/05040.jpg
/home/akif/Desktop/archive/left/left/02707.jpg,/home/akif/Desktop/archive/right/right/02707.jpg
/home/akif/Desktop/archive/left/left/04962.jpg,/home/akif/Desktop/archive/right/right/04962.jpg
/home/akif/Desktop/archive/left/left/01429.jpg,/home/akif/Desktop/archive/right/right/01429.jpg
/home/akif/Desktop/archive/left/left/03478.jpg,/home/akif/Desktop/archive/right/right/03478.jpg
/home/akif/Desktop/archive/left/left/04483.jpg,/home/akif/Desktop/archive/right/right/04483.jpg
/home/akif/Desktop/archive/left/left/03439.jpg,/home/akif/Desktop/archive/right/right/03439.jpg
/home/akif/Desktop/archive/left/left/01936.jpg,/home/akif/Desktop/archive/right/right/01936.jpg
/home/akif/Desktop/archive/left/left/04583.jpg,/home/akif/Desktop/archive/right/right/04583.jpg
/home/akif/Desktop/archive/left/left/04785.jpg,/home/akif/Desktop/archive/right/right/04785.jpg
/home/akif/Desktop/archive/left/left/00060.jpg,/home/akif/Desktop/archive/right/right/00060.jpg
/home/akif/Desktop/archive/left/left/05306.jpg,/home/akif/Desktop/archive/right/right/05306.jpg
/home/akif/Desktop/archive/left/left/03642.jpg,/home/akif/Desktop/archive/right/right/03642.jpg
/home/akif/Desktop/archive/left/left/00033.jpg,/home/akif/Desktop/archive/right/right/00033.jpg
/home/akif/Desktop/archive/left/left/05065.jpg,/home/akif/Desktop/archive/right/right/05065.jpg
/home/akif/Desktop/archive/left/left/00322.jpg,/home/akif/Desktop/archive/right/right/00322.jpg
/home/akif/Desktop/archive/left/left/04338.jpg,/home/akif/Desktop/archive/right/right/04338.jpg
/home/akif/Desktop/archive/left/left/05662.jpg,/home/akif/Desktop/archive/right/right/05662.jpg
/home/akif/Desktop/archive/left/left/03342.jpg,/home/akif/Desktop/archive/right/right/03342.jpg
/home/akif/Desktop/archive/left/left/02074.jpg,/home/akif/Desktop/archive/right/right/02074.jpg
/home/akif/Desktop/archive/left/left/04038.jpg,/home/akif/Desktop/archive/right/right/04038.jpg
/home/akif/Desktop/archive/left/left/01983.jpg,/home/akif/Desktop/archive/right/right/01983.jpg
/home/akif/Desktop/archive/left/left/01988.jpg,/home/akif/Desktop/archive/right/right/01988.jpg
/home/akif/Desktop/archive/left/left/05016.jpg,/home/akif/Desktop/archive/right/right/05016.jpg
/home/akif/Desktop/archive/left/left/05507.jpg,/home/akif/Desktop/archive/right/right/05507.jpg
/home/akif/Desktop/archive/left/left/04213.jpg,/home/akif/Desktop/archive/right/right/04213.jpg
/home/akif/Desktop/archive/left/left/00568.jpg,/home/akif/Desktop/archive/right/right/00568.jpg
/home/akif/Desktop/archive/left/left/01977.jpg,/home/akif/Desktop/archive/right/right/01977.jpg
/home/akif/Desktop/archive/left/left/04575.jpg,/home/akif/Desktop/archive/right/right/04575.jpg
/home/akif/Desktop/archive/left/left/05188.jpg,/home/akif/Desktop/archive/right/right/05188.jpg
/home/akif/Desktop/archive/left/left/03830.jpg,/home/akif/Desktop/archive/right/right/03830.jpg
/home/akif/Desktop/archive/left/left/00750.jpg,/home/akif/Desktop/archive/right/right/00750.jpg
/home/akif/Desktop/archive/left/left/03305.jpg,/home/akif/Desktop/archive/right/right/03305.jpg
/home/akif/Desktop/archive/left/left/05210.jpg,/home/akif/Desktop/archive/right/right/05210.jpg
/home/akif/Desktop/archive/left/left/02788.jpg,/home/akif/Desktop/archive/right/right/02788.jpg
/home/akif/Desktop/archive/left/left/05710.jpg,/home/akif/Desktop/archive/right/right/05710.jpg
/home/akif/Desktop/archive/left/left/05665.jpg,/home/akif/Desktop/archive/right/right/05665.jpg
/home/akif/Desktop/archive/left/left/02597.jpg,/home/akif/Desktop/archive/right/right/02597.jpg
/home/akif/Desktop/archive/left/left/05023.jpg,/home/akif/Desktop/archive/right/right/05023.jpg
/home/akif/Desktop/archive/left/left/01784.jpg,/home/akif/Desktop/archive/right/right/01784.jpg
/home/akif/Desktop/archive/left/left/01666.jpg,/home/akif/Desktop/archive/right/right/01666.jpg
/home/akif/Desktop/archive/left/left/05127.jpg,/home/akif/Desktop/archive/right/right/05127.jpg
/home/akif/Desktop/archive/left/left/03298.jpg,/home/akif/Desktop/archive/right/right/03298.jpg
/home/akif/Desktop/archive/left/left/03835.jpg,/home/akif/Desktop/archive/right/right/03835.jpg
/home/akif/Desktop/archive/left/left/05249.jpg,/home/akif/Desktop/archive/right/right/05249.jpg
/home/akif/Desktop/archive/left/left/04620.jpg,/home/akif/Desktop/archive/right/right/04620.jpg
/home/akif/Desktop/archive/left/left/02770.jpg,/home/akif/Desktop/archive/right/right/02770.jpg
/home/akif/Desktop/archive/left/left/04435.jpg,/home/akif/Desktop/archive/right/right/04435.jpg
/home/akif/Desktop/archive/left/left/05082.jpg,/home/akif/Desktop/archive/right/right/05082.jpg
/home/akif/Desktop/archive/left/left/02761.jpg,/home/akif/Desktop/archive/right/right/02761.jpg
/home/akif/Desktop/archive/left/left/00894.jpg,/home/akif/Desktop/archive/right/right/00894.jpg
/home/akif/Desktop/archive/left/left/03220.jpg,/home/akif/Desktop/archive/right/right/03220.jpg
/home/akif/Desktop/archive/left/left/04065.jpg,/home/akif/Desktop/archive/right/right/04065.jpg
/home/akif/Desktop/archive/left/left/05408.jpg,/home/akif/Desktop/archive/right/right/05408.jpg
/home/akif/Desktop/archive/left/left/02749.jpg,/home/akif/Desktop/archive/right/right/02749.jpg
/home/akif/Desktop/archive/left/left/01815.jpg,/home/akif/Desktop/archive/right/right/01815.jpg
/home/akif/Desktop/archive/left/left/03657.jpg,/home/akif/Desktop/archive/right/right/03657.jpg
/home/akif/Desktop/archive/left/left/05397.jpg,/home/akif/Desktop/archive/right/right/05397.jpg
/home/akif/Desktop/archive/left/left/02315.jpg,/home/akif/Desktop/archive/right/right/02315.jpg
/home/akif/Desktop/archive/left/left/02774.jpg,/home/akif/Desktop/archive/right/right/02774.jpg
/home/akif/Desktop/archive/left/left/01046.jpg,/home/akif/Desktop/archive/right/right/01046.jpg
/home/akif/Desktop/archive/left/left/04586.jpg,/home/akif/Desktop/archive/right/right/04586.jpg
/home/akif/Desktop/archive/left/left/04649.jpg,/home/akif/Desktop/archive/right/right/04649.jpg
/home/akif/Desktop/archive/left/left/04644.jpg,/home/akif/Desktop/archive/right/right/04644.jpg
/home/akif/Desktop/archive/left/left/05338.jpg,/home/akif/Desktop/archive/right/right/05338.jpg
/home/akif/Desktop/archive/left/left/04413.jpg,/home/akif/Desktop/archive/right/right/04413.jpg
/home/akif/Desktop/archive/left/left/01545.jpg,/home/akif/Desktop/archive/right/right/01545.jpg
/home/akif/Desktop/archive/left/left/04867.jpg,/home/akif/Desktop/archive/right/right/04867.jpg
/home/akif/Desktop/archive/left/left/03781.jpg,/home/akif/Desktop/archive/right/right/03781.jpg
/home/akif/Desktop/archive/left/left/01585.jpg,/home/akif/Desktop/archive/right/right/01585.jpg
/home/akif/Desktop/archive/left/left/01589.jpg,/home/akif/Desktop/archive/right/right/01589.jpg
/home/akif/Desktop/archive/left/left/01012.jpg,/home/akif/Desktop/archive/right/right/01012.jpg
/home/akif/Desktop/archive/left/left/03557.jpg,/home/akif/Desktop/archive/right/right/03557.jpg
/home/akif/Desktop/archive/left/left/03432.jpg,/home/akif/Desktop/archive/right/right/03432.jpg
/home/akif/Desktop/archive/left/left/02824.jpg,/home/akif/Desktop/archive/right/right/02824.jpg
/home/akif/Desktop/archive/left/left/03272.jpg,/home/akif/Desktop/archive/right/right/03272.jpg
/home/akif/Desktop/archive/left/left/05966.jpg,/home/akif/Desktop/archive/right/right/05966.jpg
/home/akif/Desktop/archive/left/left/00901.jpg,/home/akif/Desktop/archive/right/right/00901.jpg
/home/akif/Desktop/archive/left/left/02501.jpg,/home/akif/Desktop/archive/right/right/02501.jpg
/home/akif/Desktop/archive/left/left/02848.jpg,/home/akif/Desktop/archive/right/right/02848.jpg
/home/akif/Desktop/archive/left/left/03664.jpg,/home/akif/Desktop/archive/right/right/03664.jpg
/home/akif/Desktop/archive/left/left/03559.jpg,/home/akif/Desktop/archive/right/right/03559.jpg
/home/akif/Desktop/archive/left/left/04628.jpg,/home/akif/Desktop/archive/right/right/04628.jpg
/home/akif/Desktop/archive/left/left/03436.jpg,/home/akif/Desktop/archive/right/right/03436.jpg
/home/akif/Desktop/archive/left/left/02250.jpg,/home/akif/Desktop/archive/right/right/02250.jpg
/home/akif/Desktop/archive/left/left/05102.jpg,/home/akif/Desktop/archive/right/right/05102.jpg
/home/akif/Desktop/archive/left/left/01960.jpg,/home/akif/Desktop/archive/right/right/01960.jpg
/home/akif/Desktop/archive/left/left/02769.jpg,/home/akif/Desktop/archive/right/right/02769.jpg
/home/akif/Desktop/archive/left/left/00617.jpg,/home/akif/Desktop/archive/right/right/00617.jpg
/home/akif/Desktop/archive/left/left/05962.jpg,/home/akif/Desktop/archive/right/right/05962.jpg
/home/akif/Desktop/archive/left/left/00077.jpg,/home/akif/Desktop/archive/right/right/00077.jpg
/home/akif/Desktop/archive/left/left/04618.jpg,/home/akif/Desktop/archive/right/right/04618.jpg
/home/akif/Desktop/archive/left/left/04567.jpg,/home/akif/Desktop/archive/right/right/04567.jpg
/home/akif/Desktop/archive/left/left/02658.jpg,/home/akif/Desktop/archive/right/right/02658.jpg
/home/akif/Desktop/archive/left/left/02709.jpg,/home/akif/Desktop/archive/right/right/02709.jpg
/home/akif/Desktop/archive/left/left/05586.jpg,/home/akif/Desktop/archive/right/right/05586.jpg
/home/akif/Desktop/archive/left/left/03333.jpg,/home/akif/Desktop/archive/right/right/03333.jpg
/home/akif/Desktop/archive/left/left/04122.jpg,/home/akif/Desktop/archive/right/right/04122.jpg
/home/akif/Desktop/archive/left/left/05955.jpg,/home/akif/Desktop/archive/right/right/05955.jpg
/home/akif/Desktop/archive/left/left/02772.jpg,/home/akif/Desktop/archive/right/right/02772.jpg
/home/akif/Desktop/archive/left/left/01010.jpg,/home/akif/Desktop/archive/right/right/01010.jpg
/home/akif/Desktop/archive/left/left/02960.jpg,/home/akif/Desktop/archive/right/right/02960.jpg
/home/akif/Desktop/archive/left/left/01466.jpg,/home/akif/Desktop/archive/right/right/01466.jpg
/home/akif/Desktop/archive/left/left/04678.jpg,/home/akif/Desktop/archive/right/right/04678.jpg
/home/akif/Desktop/archive/left/left/00679.jpg,/home/akif/Desktop/archive/right/right/00679.jpg
/home/akif/Desktop/archive/left/left/05549.jpg,/home/akif/Desktop/archive/right/right/05549.jpg
/home/akif/Desktop/archive/left/left/02869.jpg,/home/akif/Desktop/archive/right/right/02869.jpg
/home/akif/Desktop/archive/left/left/02000.jpg,/home/akif/Desktop/archive/right/right/02000.jpg
/home/akif/Desktop/archive/left/left/04351.jpg,/home/akif/Desktop/archive/right/right/04351.jpg
/home/akif/Desktop/archive/left/left/02038.jpg,/home/akif/Desktop/archive/right/right/02038.jpg
/home/akif/Desktop/archive/left/left/03239.jpg,/home/akif/Desktop/archive/right/right/03239.jpg
/home/akif/Desktop/archive/left/left/01530.jpg,/home/akif/Desktop/archive/right/right/01530.jpg
/home/akif/Desktop/archive/left/left/00616.jpg,/home/akif/Desktop/archive/right/right/00616.jpg
/home/akif/Desktop/archive/left/left/00506.jpg,/home/akif/Desktop/archive/right/right/00506.jpg
/home/akif/Desktop/archive/left/left/01437.jpg,/home/akif/Desktop/archive/right/right/01437.jpg
/home/akif/Desktop/archive/left/left/01489.jpg,/home/akif/Desktop/archive/right/right/01489.jpg
/home/akif/Desktop/archive/left/left/00593.jpg,/home/akif/Desktop/archive/right/right/00593.jpg
/home/akif/Desktop/archive/left/left/01655.jpg,/home/akif/Desktop/archive/right/right/01655.jpg
/home/akif/Desktop/archive/left/left/01947.jpg,/home/akif/Desktop/archive/right/right/01947.jpg
/home/akif/Desktop/archive/left/left/00929.jpg,/home/akif/Desktop/archive/right/right/00929.jpg
/home/akif/Desktop/archive/left/left/04565.jpg,/home/akif/Desktop/archive/right/right/04565.jpg
/home/akif/Desktop/archive/left/left/00008.jpg,/home/akif/Desktop/archive/right/right/00008.jpg
/home/akif/Desktop/archive/left/left/01266.jpg,/home/akif/Desktop/archive/right/right/01266.jpg
/home/akif/Desktop/archive/left/left/04544.jpg,/home/akif/Desktop/archive/right/right/04544.jpg
/home/akif/Desktop/archive/left/left/00976.jpg,/home/akif/Desktop/archive/right/right/00976.jpg
/home/akif/Desktop/archive/left/left/03737.jpg,/home/akif/Desktop/archive/right/right/03737.jpg
/home/akif/Desktop/archive/left/left/02847.jpg,/home/akif/Desktop/archive/right/right/02847.jpg
/home/akif/Desktop/archive/left/left/04485.jpg,/home/akif/Desktop/archive/right/right/04485.jpg
/home/akif/Desktop/archive/left/left/06002.jpg,/home/akif/Desktop/archive/right/right/06002.jpg
/home/akif/Desktop/archive/left/left/05474.jpg,/home/akif/Desktop/archive/right/right/05474.jpg
/home/akif/Desktop/archive/left/left/05975.jpg,/home/akif/Desktop/archive/right/right/05975.jpg
/home/akif/Desktop/archive/left/left/01823.jpg,/home/akif/Desktop/archive/right/right/01823.jpg
/home/akif/Desktop/archive/left/left/03375.jpg,/home/akif/Desktop/archive/right/right/03375.jpg
/home/akif/Desktop/archive/left/left/04276.jpg,/home/akif/Desktop/archive/right/right/04276.jpg
/home/akif/Desktop/archive/left/left/02460.jpg,/home/akif/Desktop/archive/right/right/02460.jpg
/home/akif/Desktop/archive/left/left/05989.jpg,/home/akif/Desktop/archive/right/right/05989.jpg
/home/akif/Desktop/archive/left/left/03901.jpg,/home/akif/Desktop/archive/right/right/03901.jpg
/home/akif/Desktop/archive/left/left/01800.jpg,/home/akif/Desktop/archive/right/right/01800.jpg
/home/akif/Desktop/archive/left/left/02397.jpg,/home/akif/Desktop/archive/right/right/02397.jpg
/home/akif/Desktop/archive/left/left/01635.jpg,/home/akif/Desktop/archive/right/right/01635.jpg
/home/akif/Desktop/archive/left/left/03535.jpg,/home/akif/Desktop/archive/right/right/03535.jpg
/home/akif/Desktop/archive/left/left/05146.jpg,/home/akif/Desktop/archive/right/right/05146.jpg
/home/akif/Desktop/archive/left/left/02815.jpg,/home/akif/Desktop/archive/right/right/02815.jpg
/home/akif/Desktop/archive/left/left/00039.jpg,/home/akif/Desktop/archive/right/right/00039.jpg
/home/akif/Desktop/archive/left/left/00310.jpg,/home/akif/Desktop/archive/right/right/00310.jpg
/home/akif/Desktop/archive/left/left/02780.jpg,/home/akif/Desktop/archive/right/right/02780.jpg
/home/akif/Desktop/archive/left/left/05859.jpg,/home/akif/Desktop/archive/right/right/05859.jpg
/home/akif/Desktop/archive/left/left/00642.jpg,/home/akif/Desktop/archive/right/right/00642.jpg
/home/akif/Desktop/archive/left/left/03513.jpg,/home/akif/Desktop/archive/right/right/03513.jpg
/home/akif/Desktop/archive/left/left/03925.jpg,/home/akif/Desktop/archive/right/right/03925.jpg
/home/akif/Desktop/archive/left/left/01233.jpg,/home/akif/Desktop/archive/right/right/01233.jpg
/home/akif/Desktop/archive/left/left/02399.jpg,/home/akif/Desktop/archive/right/right/02399.jpg
